Airline;Source;Destination;Total_Stops;month;day_of_the_month;Duration_hours
1;4;3;4;5;15;1
10;2;1;4;6;21;3
6;2;1;0;6;27;11
3;0;5;0;3;21;4
1;3;0;1;5;21;22
1;2;1;0;9;3;20
1;2;1;0;5;27;11
1;2;1;0;3;21;12
6;2;1;0;9;5;12
6;2;1;0;12;6;11
1;3;0;1;5;15;17
4;0;5;0;3;18;5
4;4;3;4;3;18;1
6;2;1;0;3;3;7
3;0;2;4;3;6;2
1;3;0;1;1;4;7
3;2;1;0;6;3;5
4;3;0;0;1;5;15
6;2;1;0;5;27;11
4;3;0;0;12;5;9
3;2;1;0;6;6;12
3;2;1;0;9;3;5
4;2;1;1;1;6;22
4;3;0;0;3;24;22
4;2;1;0;3;3;16
4;4;3;4;3;27;1
1;0;5;4;1;3;2
4;2;1;0;5;21;10
1;4;3;4;3;3;1
1;2;1;1;6;27;14
4;3;0;0;1;5;18
8;2;1;0;6;27;4
6;2;1;0;3;3;7
4;3;0;0;9;6;7
3;3;0;4;6;5;2
6;2;1;0;6;24;9
2;0;2;4;5;27;2
4;2;1;1;1;6;7
3;2;1;0;6;6;9
3;4;3;4;6;21;1
4;2;1;1;5;18;15
4;3;0;0;12;6;17
4;2;1;1;12;6;24
6;2;1;0;5;27;12
4;2;1;1;12;6;24
4;0;2;4;3;4;3
8;3;0;4;9;6;2
4;0;2;4;1;5;2
4;2;1;0;5;21;7
3;4;3;4;5;27;1
3;2;1;0;3;6;4
10;0;5;4;3;24;2
4;3;0;0;12;6;8
4;3;0;0;12;5;28
4;3;0;0;6;5;7
4;3;0;0;9;5;20
1;0;2;4;6;4;2
1;2;1;0;6;15;12
1;3;0;1;6;6;30
1;3;0;0;1;4;4
6;2;1;0;12;6;10
1;2;1;1;5;15;38
4;3;0;0;9;5;21
1;2;1;0;5;27;15
8;3;0;4;4;15;2
3;2;1;0;3;21;5
8;0;2;4;3;4;2
4;0;5;0;3;21;22
8;0;2;4;5;21;2
10;3;0;0;1;5;25
6;2;1;0;3;21;6
8;3;0;4;9;5;2
4;3;0;0;9;5;14
3;0;2;4;12;5;2
1;3;0;1;1;5;12
8;1;4;4;6;21;2
6;2;1;0;3;3;9
4;2;1;0;9;6;17
0;3;0;0;12;5;11
3;0;5;4;3;21;2
8;4;3;4;3;21;1
4;2;1;0;3;27;16
8;3;0;4;3;6;2
4;0;2;4;5;27;2
4;3;0;0;9;5;9
3;3;0;4;9;4;2
4;3;0;0;9;6;7
3;3;0;0;5;24;4
4;3;0;0;6;5;19
6;2;1;0;6;24;10
4;3;0;0;12;5;22
4;3;0;0;12;5;13
4;3;0;0;5;18;10
1;2;1;1;5;27;7
4;2;1;0;9;6;18
3;2;1;0;6;6;15
3;2;1;0;3;3;7
8;0;2;4;4;18;2
4;2;1;0;5;18;16
4;2;1;0;9;4;5
4;2;1;0;5;27;11
2;0;2;4;3;6;2
4;3;0;0;1;4;7
4;0;5;0;3;18;9
3;2;1;0;6;15;5
4;2;1;1;6;27;29
8;4;3;4;12;5;1
4;2;1;1;5;18;7
3;2;1;0;3;21;4
4;4;3;4;3;21;1
4;2;1;1;12;6;26
1;2;1;0;5;18;26
3;4;3;4;6;6;1
1;0;5;4;3;3;2
4;0;2;4;5;27;3
3;0;2;4;6;5;3
0;0;2;4;3;5;2
1;3;0;1;5;21;30
3;0;2;4;6;18;2
1;2;1;1;5;18;20
10;3;0;0;9;6;22
2;0;2;4;6;15;2
1;3;0;1;3;24;26
3;2;1;1;1;3;16
3;2;1;0;4;15;9
4;2;1;1;3;6;7
1;0;5;0;3;15;24
3;1;4;4;5;27;2
1;0;5;0;9;3;22
6;2;1;0;3;27;7
1;2;1;1;9;6;26
1;4;3;0;6;3;16
1;2;1;2;6;15;38
1;2;1;0;9;5;13
4;0;5;0;3;18;10
0;0;2;4;4;27;2
1;3;0;1;6;6;16
4;3;0;0;1;5;13
6;2;1;0;3;27;6
1;4;3;4;6;27;1
4;0;5;0;6;3;10
1;2;1;0;1;4;12
4;2;1;1;3;21;32
2;3;0;0;9;6;8
1;2;1;4;3;18;3
4;2;1;1;5;27;18
4;2;1;1;6;24;29
1;0;5;1;6;3;31
3;0;2;4;4;18;2
2;0;5;4;3;3;2
1;2;1;1;9;5;28
1;4;3;4;1;6;1
4;2;1;0;1;4;18
4;3;0;0;6;5;12
3;1;4;4;9;3;2
4;0;2;4;12;5;3
4;2;1;1;6;3;33
0;0;2;4;6;21;2
6;2;1;0;5;18;14
6;2;1;0;6;15;7
6;2;1;0;3;21;7
1;2;1;1;5;15;21
2;0;2;4;5;18;2
3;3;0;4;9;3;2
4;2;1;0;5;27;25
3;2;1;0;4;15;7
4;2;1;0;6;24;7
6;2;1;0;6;27;9
1;3;0;4;6;5;2
3;4;3;4;9;5;1
1;0;5;0;12;3;8
8;3;0;4;3;21;2
1;0;5;0;1;3;15
4;2;1;0;6;3;5
8;3;0;4;6;21;2
4;3;0;0;6;6;26
3;3;0;4;6;18;2
4;2;1;0;5;27;21
3;0;2;4;3;5;2
4;0;2;4;4;21;3
3;0;5;0;3;15;4
6;2;1;0;6;27;7
3;2;1;0;6;3;10
4;0;2;4;12;6;3
4;3;0;0;9;6;9
4;2;1;0;5;27;10
3;2;1;0;5;21;6
4;2;1;0;3;27;18
10;0;5;4;9;3;2
1;2;1;1;6;15;20
8;3;0;4;6;6;2
1;2;1;1;6;6;23
1;2;1;0;3;21;11
4;2;1;0;1;6;5
6;2;1;0;1;6;10
4;2;1;1;6;24;22
4;4;3;4;3;15;1
2;2;1;0;3;4;9
1;0;5;0;9;3;16
1;2;1;0;6;3;12
3;2;1;0;6;27;6
4;2;1;1;1;6;7
3;4;3;4;1;4;1
6;2;1;0;6;3;15
1;4;3;4;6;27;1
4;3;0;0;6;5;5
6;2;1;0;3;27;9
4;2;1;1;3;6;8
10;0;2;4;4;15;2
6;2;1;0;9;3;12
4;3;0;0;6;6;23
4;2;1;0;6;3;16
8;0;5;4;1;3;2
10;3;0;0;1;5;16
1;2;1;0;5;27;23
4;2;1;0;6;6;14
4;4;3;4;6;15;1
4;3;0;0;12;5;13
4;0;2;4;4;21;3
4;3;0;0;12;6;28
4;2;1;1;9;3;14
3;3;0;4;3;3;2
2;2;1;0;3;27;5
6;2;1;0;9;6;9
3;4;3;4;6;3;1
1;2;1;1;6;27;23
1;2;1;0;6;3;8
6;2;1;0;12;6;14
8;1;4;4;6;6;2
3;3;0;4;9;5;2
3;2;1;0;3;3;5
3;0;2;4;4;15;3
3;2;1;0;1;6;5
1;0;2;4;6;15;2
8;1;4;4;6;24;2
8;0;2;4;3;4;2
6;2;1;0;6;5;8
4;3;0;0;1;4;25
4;2;1;0;3;6;23
4;2;1;0;1;6;22
4;2;1;0;1;6;8
4;2;1;1;3;21;23
6;2;1;0;3;21;7
3;3;0;0;5;18;4
3;0;2;4;3;5;2
1;3;0;1;5;15;30
3;2;1;0;6;15;14
10;3;0;0;5;24;27
4;2;1;0;3;6;23
6;2;1;0;9;6;9
1;3;0;1;5;15;20
4;2;1;0;6;6;20
10;3;0;0;5;18;14
6;2;1;0;6;6;7
6;2;1;0;6;6;7
4;0;2;4;3;6;2
3;4;3;4;6;6;1
4;4;3;4;6;3;1
4;3;0;0;5;24;9
4;2;1;1;6;6;7
0;2;1;0;6;6;14
1;3;0;1;5;21;9
3;3;0;4;5;15;2
3;2;1;0;6;24;8
1;3;0;4;6;5;2
3;2;1;0;9;5;5
8;3;0;4;5;21;2
3;2;1;0;5;21;14
1;2;1;1;6;3;25
4;3;0;0;6;5;23
3;2;1;0;5;21;10
3;0;5;4;3;21;2
4;0;5;0;6;3;6
1;3;0;1;9;5;16
4;2;1;1;3;27;23
4;3;0;0;12;5;23
4;3;0;0;6;6;7
3;4;3;4;12;5;1
6;2;1;0;5;27;14
4;3;0;0;12;5;7
3;0;2;4;4;15;2
6;2;1;0;6;6;12
3;0;2;4;6;15;2
4;3;0;0;12;5;20
1;3;0;1;9;6;27
4;2;1;1;12;6;20
1;0;2;4;3;5;2
4;2;1;0;9;3;11
8;4;3;4;3;27;1
3;0;2;4;12;5;2
4;0;2;4;9;4;3
6;2;1;0;3;6;11
4;3;0;0;1;5;24
4;3;0;0;1;4;26
1;2;1;0;1;4;23
4;2;1;0;5;21;23
4;3;0;0;6;5;25
4;0;2;4;5;21;2
3;4;3;4;1;3;1
4;3;0;0;12;6;19
6;2;1;0;5;15;15
1;2;1;1;9;5;24
4;2;1;1;3;21;13
3;2;1;0;3;6;7
3;3;0;4;6;24;2
3;0;2;4;1;4;2
6;2;1;0;12;6;10
1;3;0;1;9;6;30
1;2;1;4;6;21;2
4;3;0;0;5;15;8
3;4;3;4;3;24;1
1;3;0;0;5;15;12
4;3;0;0;5;21;24
10;0;2;4;6;18;2
1;2;1;1;5;21;21
4;2;1;1;6;15;22
3;3;0;4;12;6;2
1;2;1;4;12;6;3
4;2;1;1;1;6;8
10;3;0;0;6;6;22
4;4;3;4;3;18;1
1;3;0;0;5;15;9
4;3;0;0;6;6;21
8;0;2;4;1;4;2
3;2;1;0;6;27;13
6;2;1;0;5;15;6
1;2;1;0;5;18;20
4;2;1;0;1;6;10
1;2;1;0;12;6;26
6;2;1;0;6;27;10
6;2;1;0;3;3;7
6;2;1;0;5;18;10
3;2;1;0;5;15;7
3;1;4;4;9;3;2
6;2;1;0;5;21;12
4;3;0;0;3;24;20
4;2;1;0;6;27;11
4;2;1;1;9;6;13
6;2;1;0;5;15;9
6;2;1;0;5;18;7
1;2;1;0;3;4;16
4;2;1;0;9;5;9
6;2;1;0;9;6;12
4;0;2;4;6;27;3
1;4;3;4;3;24;1
1;3;0;0;5;24;11
1;3;0;0;5;18;12
4;3;0;0;5;18;12
3;1;4;4;6;6;2
6;2;1;0;3;3;15
1;0;2;4;3;5;2
3;0;5;0;9;3;5
4;3;0;0;5;21;6
4;2;1;1;6;6;7
2;0;2;4;1;6;2
4;2;1;1;9;4;13
0;0;2;4;12;4;2
4;0;2;4;3;6;3
4;2;1;1;6;3;33
4;2;1;1;9;5;23
2;0;2;4;6;24;2
4;0;5;0;12;3;6
3;3;0;4;5;27;2
3;0;2;4;6;4;2
3;2;1;0;3;3;10
1;2;1;0;6;27;23
3;3;0;4;3;5;2
6;2;1;0;4;24;9
3;4;3;4;6;27;1
3;4;3;4;1;6;1
4;3;0;0;6;5;11
2;0;2;4;1;5;2
10;3;0;0;5;24;15
10;3;0;0;12;6;27
3;0;2;4;3;4;2
3;3;0;0;1;4;5
1;3;0;1;6;5;14
8;3;0;4;3;3;2
4;2;1;0;6;6;7
3;0;2;4;6;18;2
4;4;3;4;3;18;1
4;3;0;0;6;5;6
10;0;2;4;3;5;2
4;3;0;0;3;24;11
3;0;2;4;12;6;2
3;0;5;4;3;21;2
4;2;1;0;6;24;5
8;3;0;0;6;6;7
3;2;1;0;3;6;8
1;2;1;4;6;5;3
4;3;0;0;12;5;17
6;2;1;0;3;21;11
10;2;1;4;9;3;3
3;2;1;0;3;6;5
4;2;1;0;6;27;9
6;2;1;0;5;21;6
4;2;1;0;6;6;15
10;0;5;4;3;21;2
6;2;1;0;12;6;6
4;0;5;0;6;3;16
4;3;0;0;12;6;12
4;2;1;0;6;27;25
6;2;1;0;6;15;12
4;2;1;0;3;27;27
4;0;5;0;3;18;6
2;0;2;4;5;27;2
3;2;1;0;3;21;6
10;0;5;4;3;24;2
4;2;1;0;5;27;7
3;2;1;0;4;15;5
1;3;0;1;6;6;22
4;3;0;0;5;18;26
4;0;2;4;5;24;3
8;0;2;4;5;24;2
6;2;1;0;9;5;7
4;2;1;0;3;6;25
1;4;3;1;6;3;9
3;2;1;4;3;15;3
4;3;0;0;5;21;9
1;2;1;0;9;5;25
8;0;2;4;6;5;2
8;2;1;0;5;18;5
4;3;0;0;12;5;24
3;4;3;4;5;27;1
1;0;2;4;3;6;2
8;1;4;4;3;27;2
4;2;1;1;9;5;26
8;1;4;4;6;5;2
1;2;1;1;12;6;24
6;2;1;0;6;6;10
4;0;5;0;3;18;5
4;2;1;0;6;15;10
4;2;1;1;6;24;7
4;0;2;4;4;18;3
1;3;0;1;12;6;23
1;2;1;1;12;6;24
6;2;1;0;6;3;12
4;3;0;0;6;5;22
3;2;1;0;6;5;8
0;3;0;4;3;18;2
4;2;1;1;5;21;9
4;3;0;0;1;4;6
1;0;5;0;3;21;24
4;0;2;4;3;5;3
1;3;0;0;12;5;11
4;2;1;1;9;5;8
3;3;0;4;3;5;2
4;3;0;0;6;6;20
3;4;3;4;1;4;1
1;2;1;1;6;27;30
1;3;0;0;1;4;15
1;0;2;4;5;24;2
6;2;1;0;5;15;7
1;2;1;4;6;27;3
6;2;1;0;5;15;7
3;0;2;4;5;15;2
6;2;1;0;9;5;13
4;2;1;0;5;18;23
1;0;2;4;4;15;2
1;2;1;0;6;24;10
6;2;1;0;3;21;10
6;2;1;0;9;5;12
10;0;5;4;3;24;2
3;0;2;4;9;5;2
4;2;1;0;9;5;14
6;2;1;0;9;4;7
4;2;1;1;6;27;23
10;1;4;4;6;5;2
8;3;0;0;12;5;5
4;2;1;0;1;6;13
3;1;4;4;6;6;2
4;4;3;4;3;24;1
3;1;4;4;5;21;2
3;0;2;4;6;27;2
3;2;1;1;3;3;12
8;1;4;4;5;15;2
4;2;1;0;6;6;24
1;2;1;2;1;6;38
3;2;1;0;12;6;4
4;3;0;0;5;21;11
4;2;1;0;3;27;11
10;2;1;4;4;18;3
3;0;2;4;9;5;2
8;3;0;4;5;24;2
6;2;1;0;3;3;6
1;4;3;4;3;18;1
10;1;4;4;3;24;2
4;2;1;1;3;21;23
3;2;1;0;3;3;5
3;3;0;4;5;15;2
4;0;5;0;3;21;23
6;2;1;0;12;6;12
3;2;1;0;6;27;7
4;2;1;1;5;24;29
4;0;2;4;3;4;2
4;3;0;0;5;15;13
4;2;1;0;3;6;12
1;4;3;4;5;27;1
4;3;0;0;6;5;28
3;2;1;0;3;21;5
1;4;3;4;9;5;1
4;3;0;0;12;6;7
4;4;3;4;3;24;1
4;3;0;0;12;6;23
1;2;1;4;9;5;2
4;3;0;0;5;21;11
0;0;2;4;3;5;2
3;3;0;4;6;4;2
4;2;1;1;5;18;7
3;2;1;4;5;27;3
3;0;2;4;3;4;2
0;2;1;0;4;27;14
1;3;0;1;12;5;28
1;0;2;4;6;24;2
8;3;0;4;12;6;2
4;3;0;0;3;24;9
8;2;1;0;5;15;6
6;2;1;0;6;27;7
8;3;0;4;6;15;2
3;3;0;4;6;21;2
4;3;0;0;9;5;8
3;3;0;4;1;3;2
6;2;1;1;1;6;10
3;1;4;4;1;6;2
3;2;1;0;6;27;13
1;3;0;4;6;27;2
3;3;0;4;9;6;2
3;3;0;4;3;5;2
4;2;1;0;3;21;25
6;2;1;0;5;27;13
2;2;1;0;3;27;5
4;3;0;0;5;18;13
3;0;5;0;3;15;4
4;0;5;0;12;3;10
4;2;1;0;9;5;18
4;0;5;0;1;3;16
4;0;5;0;3;18;7
4;2;1;0;12;6;25
4;2;1;0;6;15;11
1;2;1;0;9;6;14
4;4;3;4;9;5;1
4;2;1;1;6;24;19
3;1;4;4;6;3;2
4;0;2;4;5;27;2
0;2;1;0;6;15;5
4;3;0;0;5;24;12
4;3;0;0;1;4;11
1;2;1;0;6;6;10
8;4;3;4;3;6;1
10;3;0;0;3;24;11
8;3;0;4;6;18;2
4;2;1;1;12;6;7
1;0;5;0;3;3;6
1;2;1;4;5;27;3
4;2;1;0;1;6;11
4;2;1;0;6;3;14
6;2;1;0;5;15;12
6;2;1;0;5;21;13
4;3;0;0;3;24;11
2;0;2;4;4;18;2
4;2;1;0;6;6;25
6;2;1;0;3;27;12
4;2;1;0;6;15;15
4;4;3;4;3;4;1
8;3;0;0;6;5;7
3;3;0;4;6;5;2
4;0;5;0;12;3;16
2;0;2;4;5;21;2
4;4;3;4;1;4;1
6;2;1;0;12;6;10
6;2;1;0;6;3;7
3;2;1;0;3;3;4
6;2;1;0;1;6;12
1;3;0;1;12;6;19
3;3;0;4;1;3;2
4;3;0;0;12;5;27
8;3;0;4;4;18;2
6;2;1;0;3;6;10
1;3;0;1;1;4;25
1;2;1;0;5;15;11
1;2;1;1;6;15;24
10;4;3;0;6;3;19
8;1;4;4;1;3;2
3;2;1;0;3;3;5
4;3;0;0;5;15;29
1;2;1;1;1;6;26
4;3;0;0;1;5;9
10;0;2;4;6;6;2
8;1;4;4;3;5;2
0;3;0;0;6;6;15
10;1;4;4;1;5;2
1;2;1;0;3;21;16
4;4;3;0;6;3;23
3;2;1;0;6;15;4
4;3;0;0;6;5;16
8;3;0;4;4;24;2
4;0;5;0;6;3;15
6;2;1;0;6;6;14
4;2;1;0;9;3;13
4;3;0;0;12;6;12
4;0;5;0;3;18;7
3;2;1;4;3;3;3
1;0;5;4;3;24;2
4;0;2;4;4;15;2
3;3;0;4;4;24;2
4;2;1;0;1;4;27
1;4;3;4;3;4;1
4;2;1;1;6;27;19
3;0;2;4;6;4;3
8;4;3;4;3;5;1
4;2;1;0;6;24;14
3;2;1;0;6;6;8
4;2;1;0;6;3;19
4;3;0;0;1;4;26
4;2;1;0;6;6;5
3;3;0;0;1;5;4
6;2;1;0;6;6;7
1;3;0;1;1;5;27
1;2;1;4;6;6;3
8;0;2;4;4;21;2
0;0;2;4;6;21;2
6;2;1;0;3;27;8
4;0;2;4;4;27;3
4;2;1;1;3;21;8
2;0;2;4;3;6;2
4;3;0;0;9;6;8
6;2;1;0;3;27;11
8;2;1;0;3;21;4
1;0;2;4;5;15;2
1;0;5;1;3;18;33
3;0;2;4;6;21;2
4;2;1;0;1;6;24
1;3;0;1;6;5;30
10;3;0;0;12;6;27
6;2;1;0;5;15;15
4;2;1;0;5;21;26
1;2;1;1;1;6;21
3;4;3;4;6;21;1
4;0;5;0;3;18;17
4;2;1;0;5;27;16
3;2;1;4;6;3;3
7;2;1;0;3;21;10
4;2;1;0;12;6;10
8;3;0;4;3;5;2
8;0;2;4;3;6;2
3;2;1;0;9;3;9
1;2;1;1;6;3;7
6;2;1;0;5;27;8
3;0;2;4;1;4;2
4;3;0;0;12;5;14
4;2;1;1;5;27;18
8;3;0;4;12;4;2
3;0;2;4;12;4;2
10;4;3;0;6;3;14
3;4;3;4;3;21;1
3;3;0;4;1;5;2
3;0;2;4;5;21;2
4;2;1;0;3;21;7
0;3;0;0;3;24;11
1;4;3;4;6;24;1
6;2;1;0;12;6;7
4;2;1;1;6;27;9
1;2;1;1;6;3;24
1;2;1;1;6;6;21
1;0;5;0;1;3;24
1;3;0;1;6;5;18
3;1;4;4;5;15;2
1;3;0;1;12;6;7
3;0;2;4;6;6;2
1;2;1;2;6;27;38
4;4;3;4;12;6;1
10;0;2;4;6;24;2
1;2;1;4;12;5;3
1;4;3;1;6;3;29
8;3;0;4;1;5;2
6;2;1;0;5;27;8
1;3;0;1;5;18;14
8;2;1;0;4;27;5
1;4;3;4;12;5;1
1;0;2;4;12;5;2
3;0;2;4;4;18;2
1;3;0;1;9;6;15
3;0;5;4;1;3;2
4;2;1;1;6;27;8
3;2;1;0;6;3;7
8;0;2;4;5;24;2
1;2;1;1;3;3;21
1;2;1;4;6;21;3
3;2;1;0;9;6;11
3;3;0;0;6;6;4
4;4;3;1;6;3;23
8;3;0;0;5;24;5
4;2;1;1;5;21;22
3;2;1;4;12;5;3
4;2;1;0;6;3;21
4;0;5;0;3;21;7
1;4;3;4;6;18;1
4;3;0;0;9;5;28
4;2;1;0;1;6;10
4;2;1;1;6;15;16
4;2;1;1;9;5;7
6;2;1;0;6;3;7
3;0;5;4;3;24;2
4;2;1;1;3;27;24
1;2;1;1;5;15;24
6;2;1;0;6;24;7
6;2;1;0;5;21;11
3;2;1;0;5;15;16
1;3;0;0;6;5;14
4;2;1;0;3;3;9
4;3;0;0;1;4;13
6;2;1;0;6;24;8
4;3;0;0;3;24;27
8;4;3;4;3;6;1
8;0;2;4;6;15;2
6;2;1;0;5;27;13
10;4;3;0;12;3;25
3;3;0;4;9;6;2
1;2;1;0;3;21;22
4;2;1;1;3;27;13
0;2;1;0;5;18;10
3;0;2;4;6;6;2
6;2;1;0;9;5;15
10;0;2;4;1;4;2
4;2;1;1;9;6;22
6;2;1;0;3;6;8
4;0;5;0;6;3;25
3;2;1;0;3;21;9
6;2;1;0;5;21;12
6;2;1;0;5;21;9
4;2;1;0;3;6;23
3;2;1;4;9;5;3
7;2;1;0;3;21;15
4;3;0;0;5;18;21
3;2;1;0;3;27;8
4;3;0;0;12;6;25
4;2;1;0;9;3;21
4;0;5;0;3;21;17
3;4;3;4;1;6;1
4;2;1;0;3;27;10
4;2;1;0;6;24;23
4;3;0;0;9;6;11
8;3;0;4;5;24;2
6;2;1;0;5;27;6
3;3;0;4;4;18;2
3;1;4;4;12;6;2
10;3;0;0;5;18;13
1;2;1;1;6;6;26
3;4;3;4;3;18;1
6;2;1;0;5;18;15
4;3;0;0;1;4;14
4;2;1;1;6;27;22
6;2;1;0;6;3;10
1;3;0;0;5;24;10
10;3;0;0;1;5;14
4;2;1;1;1;6;27
3;2;1;0;9;3;8
3;2;1;0;9;5;8
6;2;1;0;1;6;12
4;2;1;0;3;6;26
10;2;1;4;4;15;3
4;3;0;0;5;18;23
4;3;0;0;3;24;25
3;1;4;4;6;18;2
4;2;1;1;6;27;28
4;0;5;0;6;3;21
4;3;0;0;5;21;12
8;0;5;4;3;15;2
4;2;1;0;9;6;22
8;2;1;0;6;3;6
0;3;0;4;6;18;2
4;2;1;0;1;6;10
10;3;0;0;6;5;13
4;2;1;0;6;3;11
6;2;1;2;12;6;9
6;2;1;1;3;27;14
4;2;1;0;9;3;12
4;2;1;1;9;5;13
4;0;5;0;3;21;20
4;0;5;0;1;3;8
4;3;0;0;1;5;16
3;4;3;4;9;5;1
8;3;0;4;6;5;2
4;3;0;0;5;18;12
3;2;1;0;6;27;6
1;2;1;0;3;3;12
0;3;0;0;5;21;3
3;3;0;4;1;6;2
4;3;0;0;12;6;21
4;3;0;0;9;6;9
8;3;0;4;9;4;2
3;3;0;4;12;6;2
4;4;3;4;12;5;1
4;3;0;0;1;4;11
4;0;5;0;3;15;6
6;2;1;0;3;3;12
10;3;0;0;5;24;16
4;3;0;0;6;5;15
4;3;0;0;12;5;19
1;0;5;1;3;3;35
4;2;1;1;6;27;29
1;3;0;0;5;15;9
3;2;1;0;6;3;11
4;3;0;0;12;6;5
4;0;5;0;6;3;21
6;2;1;0;3;21;8
4;2;1;0;9;5;13
4;2;1;0;5;27;5
3;0;5;4;3;24;2
4;0;2;4;4;21;3
4;3;0;0;6;6;9
1;0;2;4;5;18;2
1;2;1;1;6;27;24
3;0;2;4;4;27;2
10;2;1;4;3;18;2
4;3;0;0;3;24;19
0;0;5;4;3;24;2
1;3;0;4;1;5;2
8;0;5;0;3;15;7
8;0;5;4;3;3;2
1;4;3;4;3;4;1
6;2;1;0;6;24;7
3;0;5;4;9;3;3
1;0;5;4;3;15;2
1;3;0;1;6;6;19
4;3;0;0;5;24;24
3;0;5;0;3;18;4
4;3;0;0;12;6;25
1;1;4;4;9;5;2
6;2;1;1;3;3;14
3;2;1;0;3;21;8
6;2;1;0;3;6;7
1;0;2;4;4;21;2
0;3;0;4;5;24;2
4;3;0;0;3;24;16
4;2;1;0;6;15;15
1;3;0;1;5;24;18
10;3;0;0;9;6;16
4;2;1;0;9;5;19
6;2;1;0;6;15;9
3;2;1;0;4;15;5
4;3;0;0;12;6;19
4;3;0;0;5;18;27
4;0;5;0;1;3;14
3;3;0;0;3;24;4
1;3;0;0;9;6;13
6;2;1;0;1;6;7
4;3;0;0;6;6;14
1;0;2;4;6;4;2
4;2;1;0;6;6;18
4;3;0;0;5;15;21
4;2;1;0;6;24;6
6;2;1;0;6;6;11
8;4;3;4;3;4;1
3;2;1;0;3;27;5
4;0;2;4;5;21;3
4;2;1;0;9;3;28
3;3;0;4;3;15;2
8;1;4;4;12;3;2
1;4;3;4;3;21;1
4;0;5;0;12;3;24
6;2;1;0;3;27;9
10;0;5;4;9;3;2
4;0;2;4;6;18;3
3;0;2;4;12;4;3
0;0;5;4;3;3;2
3;2;1;0;3;27;5
6;2;1;0;5;15;15
4;2;1;1;6;27;23
3;0;2;4;3;5;2
3;2;1;0;9;5;16
1;3;0;0;3;24;9
1;2;1;1;9;3;23
1;2;1;1;9;6;21
3;2;1;0;5;27;11
4;2;1;1;12;6;22
3;3;0;4;3;21;2
1;0;5;1;12;3;31
3;4;3;4;3;27;1
4;2;1;1;9;5;19
3;2;1;0;9;5;5
6;2;1;0;3;21;6
2;2;1;0;4;21;5
8;0;2;4;5;21;2
4;2;1;0;1;6;21
4;3;0;0;5;15;15
4;2;1;0;3;6;25
4;2;1;1;12;6;17
8;1;4;4;3;21;2
1;3;0;0;3;24;25
3;2;1;0;9;6;5
4;0;2;4;6;6;3
1;3;0;0;6;5;9
6;2;1;0;1;6;8
3;2;1;0;3;27;5
1;3;0;1;1;4;13
8;3;0;4;6;15;2
6;2;1;0;12;6;9
4;3;0;0;12;5;27
8;3;0;4;9;3;2
4;3;0;0;3;24;20
4;2;1;0;6;24;21
3;0;2;4;4;15;2
10;3;0;0;12;5;24
6;2;1;0;3;21;15
6;2;1;0;6;24;10
3;3;0;0;1;5;4
4;3;0;0;9;6;6
8;0;5;4;3;24;2
4;3;0;0;5;18;21
6;2;1;0;3;27;9
1;0;5;1;3;3;27
3;3;0;4;6;21;2
3;3;0;0;6;5;5
3;2;1;0;3;6;4
4;2;1;0;9;5;7
3;1;4;4;5;18;2
1;2;1;1;5;18;24
8;3;0;0;1;5;7
4;2;1;0;12;6;11
4;0;5;0;3;15;8
4;2;1;0;9;4;15
6;2;1;0;9;5;10
8;4;3;4;1;3;1
3;2;1;0;3;21;10
3;0;5;0;9;3;4
1;2;1;1;9;3;21
4;0;5;0;3;24;24
8;3;0;4;5;27;2
3;3;0;4;3;4;2
4;2;1;0;5;27;10
8;2;1;0;6;6;6
4;2;1;0;6;6;7
4;0;2;4;6;5;2
4;2;1;1;5;21;22
10;0;2;4;9;6;2
3;0;2;4;4;18;2
3;3;0;4;3;24;2
3;0;2;4;3;4;3
10;3;0;0;5;18;11
4;3;0;0;5;15;26
4;2;1;1;9;5;27
3;2;1;0;3;6;11
1;2;1;1;5;15;25
8;4;3;4;3;24;1
4;3;0;0;6;6;21
4;4;3;4;1;4;1
4;3;0;0;6;6;12
4;3;0;0;9;6;5
4;2;1;0;5;21;20
6;2;1;0;12;6;9
6;2;1;0;5;18;6
4;0;2;4;4;21;2
6;2;1;0;5;18;13
4;2;1;1;3;3;22
1;2;1;0;6;3;14
4;0;2;4;12;6;3
8;1;4;4;3;21;2
3;2;1;0;9;4;6
4;2;1;1;6;24;19
4;2;1;1;5;21;18
3;0;2;4;6;27;2
4;0;5;0;3;24;13
3;0;5;4;3;24;2
3;0;2;4;12;5;2
1;0;2;4;6;5;2
4;3;0;0;1;4;5
4;0;5;0;3;18;14
3;1;4;4;6;3;2
1;3;0;1;12;5;18
6;2;1;0;9;5;13
4;0;2;4;6;6;2
6;2;1;0;1;6;8
4;3;0;0;9;6;29
1;3;0;1;6;6;10
8;1;4;4;3;27;2
3;2;1;0;9;5;15
4;3;0;0;6;6;13
1;0;2;4;5;24;2
1;3;0;0;5;24;25
3;1;4;4;3;27;2
6;2;1;0;3;3;13
3;3;0;0;3;4;4
8;0;2;4;3;5;2
4;3;0;0;9;6;22
8;2;1;0;6;24;4
4;3;0;0;1;4;13
4;3;0;0;1;4;20
4;2;1;4;3;4;3
0;3;0;4;6;21;2
3;3;0;4;5;18;2
3;0;5;0;9;3;4
6;2;1;0;5;24;10
3;0;2;4;6;15;2
4;3;0;0;1;5;11
3;3;0;4;9;5;2
3;3;0;4;4;24;2
